year,location,driver,timestamp,avg_speed,max_speed,speed_variance,throttle_volatility,throttle_snaps,brake_switches,avg_rpm,max_rpm,transcript
2023,Sakhir,NOR,2023-03-05 15:16:18.377,163.95,242,2448.49,6.94,9,6,9987.1,12524,"Yeah, just remind me, I don't need to remind you, I'm beloved."
2023,Sakhir,NOR,2023-03-05 15:35:51.996,174.04,278,4628.06,5.09,3,6,10049.9,12020,"So we have an issue, we're going to have to stop again next time round. When do we have to stop? Next lap? Yeah, this time. Well, you may as well put me on the soft."
2023,Sakhir,NOR,2023-03-05 16:07:05.681,46.67,182,2742.8,2.29,3,1,5921.2,10909,"Just a reminder, we've had two strikes. We must not get a penalty this event. I'll explain later."
2023,Sakhir,NOR,2023-03-05 16:34:22.308,216.24,305,6696.7,3.26,3,3,10255.9,12049,"We've had our third strike, track limits turned seven. We must not get any more."
2023,Sakhir,OCO,2023-03-05 15:58:13.769,140.19,284,5518.85,4.66,4,5,8480.0,11651,"Esteban, we're going to box this lap please. We have another time penalty to serve. It's 15 seconds."
2023,Sakhir,OCO,2023-03-05 16:09:53.100,216.71,275,2001.35,4.56,4,4,10411.1,11795,"In testing, in practice, it's a good problem. I've been doing these things for a while now. Yeah, it's very frustrating. Let's stick with it, come on."
2023,Sakhir,PER,2023-03-05 15:09:04.885,200.76,306,6994.34,3.8,2,4,9786.1,12134,"We've got track slippery, now to turn 10. Debbie on the left hand side, stay right."
2023,Sakhir,PER,2023-03-05 15:50:57.699,168.01,267,3380.27,6.58,7,6,9777.1,12047,This is faster than we need. Max doing a 37.6.
2023,Sakhir,PER,2023-03-05 16:17:40.029,157.82,245,3106.95,6.49,5,6,9566.1,12109,There's no pressure from behind. Just taking it home.
2023,Sakhir,PER,2023-03-05 16:42:52.674,218.8,294,3089.74,5.0,6,4,10542.8,11839,"Okay, checker flag, tidy drive. P2. Yeah, good job guys. Nice result after the season. Very well done. Well done, Checo. That's a very strong team start to the season and a good move on Charles. Maximum points for the team. Well done, mate. Really good. Yeah, very good effort, guys. Very, very nice. Let's keep it up. It's a long season ahead."
2023,Sakhir,PIA,2023-03-05 15:29:08.525,149.19,241,4184.63,5.19,9,4,7416.3,12527,"Engine died. It should be ok, once we've done the pit stop you'll be able to fire up with the new wheel. Once we've done the stop you should be able to fire up with the new wheel. I don't have anything on the dash. No, I've still got nothing."
2023,Sakhir,RUS,2023-03-05 15:54:53.351,186.15,289,3986.11,4.19,4,4,10082.1,11978,I'm happy to accept. Let's give it everything we got.
2023,Sakhir,RUS,2023-03-05 16:42:52.674,214.81,301,3642.49,4.44,6,4,10185.5,11894,"OK, that's P7. Tough day in the office. Yeah, tough weekend everybody. Let's regroup and keep on pushing. It's only race 1."
2023,Sakhir,SAI,2023-03-05 15:23:02.088,167.04,285,5243.64,4.25,5,5,9356.7,12049,"OK, tank is starting to kick in. Understood."
2023,Sakhir,SAR,2023-03-05 16:42:52.674,211.41,301,3863.34,4.0,4,4,10203.9,11865,"That's the end of the first race, that's P12. It was a very good effort, a good race mate. Multi-stop, a lot of oppression thing. I think you did great. Well done Logan, good first race, well managed. Thank you. I really appreciate this weekend guys, all the hard work paying off. Thank you guys, awesome job."
2023,Sakhir,STR,2023-03-05 15:23:02.088,151.52,242,2967.13,5.23,5,5,9248.9,12166,I'm struggling with the rear as well. Copy that. Do what you need to do in the high speed. Do what you need to do in the high speed to protect it. Other people are struggling more.
2023,Sakhir,STR,2023-03-05 15:54:53.351,183.41,279,3549.16,6.54,11,6,9785.2,12147,"OK Lance, let's push up to Russell, use the tyres, push up to Russell. I can't push the Russell over a heat."
2023,Sakhir,STR,2023-03-05 16:32:41.778,186.5,281,3978.11,6.34,8,6,9674.3,11644,"Car won't turn in 10. Copy that Lance, copy that Lance. We need to brake earlier. We can't push the front like that. Lock up is not going to work."
2023,Sakhir,TSU,2023-03-05 15:33:04.624,171.92,282,4170.15,4.9,4,5,9723.9,12145,Pemto traction is really really bad.
2023,Sakhir,TSU,2023-03-05 15:39:11.821,221.65,305,4306.85,3.0,4,3,10548.7,12285,But it's always the structure that's really bad. Everywhere.
2023,Sakhir,TSU,2023-03-05 16:42:52.674,215.81,298,3700.91,4.18,5,4,10611.4,12498,"Speed 11, you keep. We can talk through that later but the start was horrible. I think I was on the target but just literally no grip at all. It was so bad."
2023,Sakhir,VER,2023-03-05 15:19:06.893,182.22,278,3560.55,6.8,9,6,9563.6,12078,"Downs is giving me a bit of rear locking. Understood, standby."
2023,Sakhir,VER,2023-03-05 15:19:41.467,192.56,277,3535.81,5.4,5,5,9801.3,11624,"Go back to strat 8, Max, and let me know if the downshifts change."
2023,Sakhir,VER,2023-03-05 15:35:51.622,176.01,279,3284.67,6.8,9,6,9360.0,11743,"How are the downshifts at the moment? Are they really locking? Yeah, manageable. I mean, they're still not good, but..."
2023,Sakhir,VER,2023-03-05 15:42:32.223,155.88,243,2926.55,6.84,5,6,9200.2,12004,How's the front wing adjustment Max? Yeah that's good. Copy.
2023,Sakhir,VER,2023-03-05 15:50:57.699,195.84,284,3811.17,5.02,8,4,10027.2,11885,My left front is giving up a little bit.
2023,Sakhir,ZHO,2023-03-05 15:19:07.171,219.97,324,7020.91,3.18,3,4,9816.9,11823,"We are being stuck here on the train. Let's keep focus, ZHO."
2023,Sakhir,ZHO,2023-03-05 15:43:08.176,187.19,326,6270.37,5.04,4,5,9393.8,11751,I'm still not close enough.
2023,Sakhir,ZHO,2023-03-05 15:55:59.084,237.9,302,3785.15,3.45,4,3,10406.9,11875,"Truck is getting on the loose now. Copy, Joe. Keep pushing for now."
2023,Sakhir,ZHO,2023-03-05 16:36:36.884,197.95,265,2151.67,5.84,5,4,10229.3,11943,What tyre are these? They don't feel so much grip. Soft tyre is one lap old.
2023,Jeddah,ALB,2023-03-19 17:48:09.888,270.43,319,1762.65,2.18,2,2,11225.1,12594,"Oh my god, brake failure."
2023,Jeddah,ALO,2023-03-19 17:05:26.215,236.15,299,3369.99,2.45,2,2,10658.5,11868,"We can go to Strut 12 whenever you're ready. Strut 12, Paris is point eight behind."
2023,Jeddah,ALO,2023-03-19 17:08:13.243,249.41,305,1836.06,4.3,6,6,10756.2,11566,"OK, so we have got a 5 second penalty at the pit stop for grid position at the start, so we'll bear that in mind, 5 second penalty at the first pit stop."
2023,Jeddah,ALO,2023-03-19 17:16:39.516,259.72,319,4915.9,3.19,4,3,10778.0,12133,"But plan A, definitely plan A. Yeah, I'm trying mate, I'm trying."
2023,Jeddah,ALO,2023-03-19 17:20:04.309,212.19,300,4660.97,5.32,8,6,10445.9,12057,"So Fernando, the hard is not looking great so far, so we'll be looking at extending."
2023,Jeddah,ALO,2023-03-19 17:23:58.226,243.21,307,2912.11,4.32,6,6,10704.6,11750,"The tyres feel good, we can keep going."
2023,Jeddah,ALO,2023-03-19 17:28:29.221,229.46,289,1887.11,6.61,9,4,10517.5,11961,"So, founder, the only thing you can do to save the rears a bit more is in turn 7. A little bit of management, turn 7 will help the rears. Russell still 7.3 behind. Also, we're having... Copy. Another click forwards, brake bumps, probably good."
2023,Jeddah,ALO,2023-03-19 17:30:43.766,234.06,307,4452.22,4.05,6,4,10404.3,11765,"Still on target, because I'm still on level 4."
2023,Jeddah,ALO,2023-03-19 17:43:07.018,259.27,307,1809.78,3.21,3,2,10837.0,11746,"The tyres, they feel very good. I like this tyre. Copy mate, copy."
2023,Jeddah,ALO,2023-03-19 17:54:52.349,203.79,302,3981.63,8.51,13,6,10133.9,11648,"So Russell is pushing on a bit now, he's 1.7 behind. He did a 34.0 last lap. So this lap he did a 33.7, he's trying to get into the DRS to protect himself from Hamilton. Coping, give me updated, never locked."
2023,Jeddah,ALO,2023-03-19 17:57:07.484,250.49,307,1731.35,4.1,5,4,10704.4,11847,"So Russell two seconds back, he's pretty much matching that lap time."
2023,Jeddah,ALO,2023-03-19 18:01:37.904,243.27,303,2345.9,4.57,7,4,10606.3,11734,"How many places we will lose in case of safety? I mean tyres feel good but the start and grip was an overlevel so it was easy to pass, I don't know. I will try to open a little bit of Martin and see how many positions we keep losing. Yeah, copy that. And keep updating me on the Russell time-lapse. Last lap was at 33.5 Russell, 33.5."
2023,Jeddah,ALO,2023-03-19 18:03:18.184,242.66,308,2533.55,5.37,8,4,10647.9,11725,We are much faster so let's keep an eye on the safety car in case it happens. The rest is under control.
2023,Jeddah,ALO,2023-03-19 18:12:52.392,272.47,309,1960.53,2.97,4,3,10763.5,11477,"So last lap was seven tenths quicker than everyone else. Seven tenths quicker, you were? How many laps to the end? So at the end of this one it's nine more laps. Nine. And both Ferraris are outside the safety car window so it's just the two Mercedes. Copy. Level four and no curbs. Copy, understood."
2023,Jeddah,ALO,2023-03-19 18:23:02.412,228.99,290,1776.55,7.62,14,8,10402.5,11572,"So currently Russell is 4.3 behind. It would be nice to have 5 seconds in just in case, but we think we're all clean."
2023,Jeddah,ALO,2023-03-19 18:29:04.906,251.46,311,3823.05,2.09,2,2,10711.5,11847,"Well done guys, fantastic. Yeah, well done man, proper driving, well done. I still need to buy some beers in Australia. Well done guys, well deserved."
2023,Jeddah,BOT,2023-03-19 17:32:27.530,79.7,194,3274.91,6.81,12,8,7391.5,10884,"Ok Valtteri, we would like to go back to the medium. We can box this lap, box, box. Copy."
2023,Jeddah,BOT,2023-03-19 17:38:38.460,188.39,296,4854.78,9.64,14,12,9897.5,11668,"Okay, so recommend mode race around turn 22."
2023,Jeddah,BOT,2023-03-19 17:50:57.369,228.9,285,1783.97,6.22,7,6,10474.5,11927,"Wind is still the same, just more intense."
2023,Jeddah,BOT,2023-03-19 18:16:16.279,206.73,300,5735.58,3.92,5,4,10059.2,11903,"Can you see any damage in the car? So far no feedback, standby. There's something is not right. There's something sliding everywhere."
2023,Jeddah,BOT,2023-03-19 18:19:04.510,245.71,304,4161.65,4.0,7,4,10411.9,12131,"Can you see any damage in the car? So far no feedback, standby. Something is not right. Sliding everywhere. No, it's pretty stable."
2023,Jeddah,BOT,2023-03-19 18:29:04.906,240.46,309,4560.47,2.0,2,2,10535.6,11956,"I'm sorry about today, I know it was a very painful one. But we'll do a good job of the car tonight and we'll go through the data and we'll learn something today. Yeah, it could be something, something was wrong. For sure the whole weekend but today especially. On lap 1 I ran over some massive debris which I felt like a **** so that could be something there. Okay, copy. We'll do a good check of the floor tonight."
2023,Jeddah,HAM,2023-03-19 17:17:48.264,232.83,304,2643.86,4.48,7,4,10573.9,11851,The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit. The car is in the pit.
2023,Jeddah,HAM,2023-03-19 17:38:38.460,130.2,230,3105.32,11.01,16,20,8544.3,12689,"How far off the paces are? Pretty slow. Once we had free air and that hard tyre came to us, it was looking pretty strong."
2023,Jeddah,HAM,2023-03-19 18:29:04.906,242.4,312,4366.32,2.0,3,2,10619.4,12093,"Lewis, great recovery drive, it's getting better. Thanks Otto."
2023,Jeddah,HUL,2023-03-19 17:08:13.618,222.92,293,2558.83,4.72,7,4,10517.5,12063,"With some big piece of carbon filler to my front wing. Check front wing. Understood, checking front wing."
2023,Jeddah,HUL,2023-03-19 17:11:02.397,197.62,278,1929.12,9.57,10,4,10142.8,11927,"You're opening the gap to Senota, he's 1.2 so he's out of DRS."
2023,Jeddah,HUL,2023-03-19 17:13:52.581,195.19,309,6538.59,4.19,7,6,9812.9,11807,"I've got quite a bit more K-base than Kevin. He's sliding a lot. He's too aggressive, especially at 13, tell him. Understood Nico, we're passing the message. Just watch the last bit of throttle when you go up the last 10%."
2023,Jeddah,HUL,2023-03-19 17:19:28.966,227.7,290,2337.03,4.57,7,4,10700.5,12019,"Ok, your tyres are looking good. Kevin's first set looked fine, so we're all good on tyres. For plan A, would you take some more flat for the next tyre? Probably, yes."
2023,Jeddah,HUL,2023-03-19 17:50:57.010,231.19,295,2253.19,4.64,7,4,10728.4,11944,And crazy amount of understeer in turn 9.
2023,Jeddah,HUL,2023-03-19 17:56:33.621,202.08,315,7088.91,4.49,7,6,9836.6,12059,"Sergeant 1.0, you're very close to breaking the tail."
2023,Jeddah,HUL,2023-03-19 18:03:53.292,253.25,304,2006.63,4.72,10,4,10716.8,12127,"Gap 1.3, really good laps, incredible."
2023,Jeddah,HUL,2023-03-19 18:20:47.040,233.19,293,1451.21,6.79,10,4,10904.6,12084,"Okay, four laps to go Nico, four laps. Let's close this gap to Sonoda a bit in case he falls off."
2023,Jeddah,LEC,2023-03-19 17:25:06.569,215.07,301,4901.09,5.6,5,6,10223.3,11974,And flap update when you can. Flap ok. Copy.
2023,Jeddah,LEC,2023-03-19 17:38:03.383,157.44,229,1189.39,8.3,10,8,10333.8,12147,"And try to push from safety car line 1 for Hamilton, he just beat it. Javi, you need to tell me that before. Copy. But come on!"
2023,Jeddah,LEC,2023-03-19 17:58:48.501,248.91,310,2575.46,4.73,9,4,10717.7,11919,"And we have one strike for track limits, turn 23."
2023,Jeddah,LEC,2023-03-19 18:04:59.338,238.07,308,2732.03,4.51,4,4,10825.9,11850,"And we are happy with the tyres, you are doing a good job. Science lap time 33.5."
2023,Jeddah,LEC,2023-03-19 18:09:31.411,230.35,293,2017.99,5.67,6,4,10912.7,11837,And try to do a radio reset. Radio reset.
2023,Jeddah,MAG,2023-03-19 17:32:59.795,166.98,227,1420.44,3.09,2,4,8550.8,10789,"OK Kev, we're only going to lose one place so Snowda is going to benefit from this. So you're going to be P11. Still very good."
2023,Jeddah,MAG,2023-03-19 17:39:45.740,223.8,298,2976.38,4.62,6,4,10360.9,11934,Mode push.
2023,Jeddah,MAG,2023-03-19 18:29:04.906,241.85,314,4684.85,2.06,1,2,10456.9,12004,"That's it Kev, P10, fantastic mate, superb, first points. You're up, there you go guys, there you go, nice job, nice job. Good job Kevin, you can be proud of yourself, you know what I mean? Yeah you too Gunther, you too."
2023,Jeddah,NOR,2023-03-19 17:14:59.189,224.63,282,1567.77,6.61,12,4,10798.5,11929,"And Lando, what pace is this please? Pace 3 or 4, pace 3. Ok, understood. Can you do pace 2? Yep."
2023,Jeddah,NOR,2023-03-19 17:39:13.538,182.12,301,4375.73,6.84,10,8,10168.3,11729,Can you tell me where the leader goes? I can try my best. The safety car is coming into the pit lane now. Prez is just out to the final corner.
2023,Jeddah,NOR,2023-03-19 18:08:24.912,219.57,291,2096.43,7.0,11,6,10654.5,11716,"Lando, if there was a safety car would you be happy with a soft? Yeah, I would take these tyres if you want a soft."
2023,Jeddah,NOR,2023-03-19 18:17:56.558,224.27,285,2191.92,5.93,7,4,10708.5,11831,"And I'd like to close the safety car window please, I'm closing it. Close what? This safety car window is closed now. Coffee?"
2023,Jeddah,NOR,2023-03-19 18:19:38.760,235.51,310,2628.91,4.46,8,4,10703.8,11780,"Lando, do not make it too difficult for Oscar."
2023,Jeddah,OCO,2023-03-19 17:34:08.372,170.71,291,4700.69,7.19,8,7,9686.1,11789,"OK mate, so if we can... There you go, dash clear, that's good. OK, so in terms of order, even with that safety car it's not worked out too bad for us, I don't believe we'll let you know on order surely. So we are racing Sonoda, who just jumped a couple of places because of that safety car. Sargent in front hasn't stopped yet, he's still on the hard tyre. Pierre is the car behind, hard tyre is two laps older than yours."
2023,Jeddah,OCO,2023-03-19 18:29:04.906,239.88,308,4459.31,2.45,1,2,10836.1,11816,"OK, and that's the checkered flag. Well done. Coppola, good job this weekend guys. Good job, solid result. Good to score with the two cars. Season started. Let's call it like that. Yep, very good job."
2023,Jeddah,PER,2023-03-19 17:20:04.309,217.63,304,4343.31,4.74,5,6,10327.3,11800,"OK, Fernando's dropped back. Gap now 1.5."
2023,Jeddah,PER,2023-03-19 17:21:45.588,202.41,303,3535.62,10.02,16,8,10186.9,11834,"Okay, front right is our primary concern."
2023,Jeddah,PER,2023-03-19 17:34:42.855,117.62,192,759.88,5.08,4,6,8440.8,12387,"Okay, so race update. Everyone behind us pitted. We've got yourself, Fernando, Russell, Max. Signs Hamilton as a clerk."
2023,Jeddah,PER,2023-03-19 17:57:41.455,211.27,305,4916.36,5.35,6,6,10203.7,11969,"Main loss to max, over pushing the entry to 16, compromising apex and exit."
2023,Jeddah,PER,2023-03-19 18:08:57.443,234.38,296,1967.18,6.5,10,6,10643.2,12001,"I'm having a bit of a long pedal, brick pedal. Copy, checko, have a good look."
2023,Jeddah,PER,2023-03-19 18:10:05.254,210.24,324,4489.42,8.55,9,6,10284.5,11943,"We're happy with the brake pedal, just a little bit overwire."
2023,Jeddah,PER,2023-03-19 18:14:35.999,210.55,307,4503.85,5.22,6,6,10262.6,11935,We don't really need this. So we're pushing now? You're free to push.
2023,Jeddah,PER,2023-03-19 18:21:54.210,240.77,317,4973.44,4.04,5,4,10398.5,11848,Working the fastest lap I don't know. You've got the fastest lap. 32.1
2023,Jeddah,PER,2023-03-19 18:29:04.906,240.41,317,4534.94,3.08,4,3,10446.4,11911,"That was a wicked jump guys. Well done. I'm alright! Yeah boy. Did we get the first lap in the end or? You were pepped on the last lap. Ah, great. Enjoy the win. That's the number one job. Let's enjoy it guys. Well done, well done to everyone, to all the boys. It's been a really tough weekend for you guys. So let's enjoy it for now."
2023,Jeddah,PIA,2023-03-19 17:45:21.344,243.75,307,4492.95,2.99,3,3,10563.6,11898,If we can't get debris we'll have to let Lando have a go so let's try and get debris now. And if Lando attacks do not make it too difficult.
2023,Jeddah,PIA,2023-03-19 18:06:09.540,208.25,302,6620.79,4.45,5,6,9663.5,11799,"OK Oscar, so there's three cars on medium in this group, Sergeant Joe and Lando all on medium. Looks like the cars on medium, particularly Sergeant starting to struggle a bit more."
2023,Jeddah,PIA,2023-03-19 18:38:32.770,243.1,304,4090.39,2.07,2,2,10485.7,11920,"Ok buddy, that's the checkered flag. It's recharge on for the in-lap, recharge on and cool the car. Finished P15. Well done squeezing past that Williams, that was pretty exciting there. End of straight speed was a bit different to ours and it was a good overtake. Well done. Yeah thanks, I don't really know how I lost the front wing at the start to be honest but have a look. Thanks for all the effort. Yesterday was a very encouraging day so push on to Melbourne. Yeah I mean you've done the whole race on one set of tyres pretty much so pace at the end was good, our pace all race was good but tyre management, everything's good in Melbourne we'll try and put it all together. Let's go on Sunday there's that Park Verme thing as well so when you get to the FIA you need to turn the car fully off, that means kill the engine, wait five and then switch it fully off. Well done mate, I know that that's again not the result we wanted but the pace is there and it's coming. Yep, copy."
2023,Jeddah,RUS,2023-03-19 17:07:06.432,243.14,307,4083.62,2.0,3,2,10628.6,11919,"And some potential debris here, 3 to 5."
2023,Jeddah,RUS,2023-03-19 17:27:56.738,203.81,298,6118.15,4.68,6,6,9780.0,12108,"So we will be staying out, staying out. Yeah, tyres are good, tyres are good."
2023,Jeddah,RUS,2023-03-19 17:36:58.197,136.32,195,649.92,8.57,13,6,9001.1,11498,"What was the pace of science before the safety car compared to us? Science was high 35s and then on the hard it was hard to tell, it was in traffic."
2023,Jeddah,RUS,2023-03-19 17:38:03.586,150.45,244,1484.55,5.7,4,4,9491.3,11729,Same strategy with the tyres as we did on the medium. Affirm.
2023,Jeddah,RUS,2023-03-19 17:50:22.948,231.25,286,1289.53,6.74,7,5,10794.4,11866,So this tyre is going to be very durable so we're happy to lean on it more.
2023,Jeddah,RUS,2023-03-19 17:50:56.556,256.05,307,1486.29,4.3,5,4,10880.2,11864,The video is played on the radio.
2023,Jeddah,RUS,2023-03-19 17:52:05.461,229.81,295,1582.37,5.71,8,4,10837.2,12070,"I'm going to try it a little bit now. I've also served his penalty at the stop. Ah f***. Again, in by need."
2023,Jeddah,RUS,2023-03-19 17:55:26.083,240.81,304,2561.99,4.14,5,4,10674.2,12114,"So, pace looks good at the moment."
2023,Jeddah,RUS,2023-03-19 17:56:01.145,243.37,312,4402.73,2.0,1,2,10635.2,11963,We're happy to lean on the rears a bit more out of turn 13.
2023,Jeddah,RUS,2023-03-19 18:20:12.431,234.11,292,1886.48,7.03,9,6,10769.6,12178,"So gap ahead 4.6, Alonso has just been given the hurry up so let's push on hard, close up to him."
2023,Jeddah,RUS,2023-03-19 18:21:22.148,208.86,307,3889.78,7.53,12,8,10351.8,11855,So there could be a possible 5 second penalty for Alonso at the end of the race. Gap 4.5.
2023,Jeddah,RUS,2023-03-19 18:24:08.661,218.98,313,6621.2,4.27,7,6,9947.5,11728,Is he getting a penalty or not? I'm pushing like a mad man at the moment. Just keep pushing like a mad man.
2023,Jeddah,RUS,2023-03-19 18:29:04.906,246.77,311,3920.5,2.0,2,2,10744.0,12224,"OK, P4, gap in the end there was 5.1. Ah, such. Close. Did you get a penalty or not? We'll have to see after the race. Try it out guys. I don't know, well, maximise weekend especially up at the back of Barrington. What to do, but I think we did a really good job with the package we had. So good job. Yep, nice work all weekend. Well done George, we're getting there, slowly but surely. Thanks Tetsu."
